State,PollScore,SampleSize,NumericGrade,PollRecency,Percentage,CandidateName
Texas,-1.5,617,3,20,44,Kamala Harris
Texas,-1.5,617,3,20,50,Donald Trump
Texas,-1.5,617,3,20,41,Kamala Harris
Texas,-1.5,617,3,20,48,Donald Trump
Virginia,-0.6,800,2.8,21,52,Kamala Harris
Virginia,-0.6,800,2.8,21,41,Donald Trump
NA,-1.2,1211,2.6,17,49,Kamala Harris
NA,-1.2,1211,2.6,17,46,Donald Trump
NA,-1.1,1500,2.1,17,47.2,Kamala Harris
NA,-1.1,1500,2.1,17,44.5,Donald Trump
NA,-1.1,1500,2.1,17,50.3,Kamala Harris
NA,-1.1,1500,2.1,17,47,Donald Trump
NA,-0.3,10775,1.9,18,50,Kamala Harris
NA,-0.3,10775,1.9,18,45,Donald Trump
Nebraska,-0.2,600,1.5,18,38,Kamala Harris
Nebraska,-0.2,600,1.5,18,58,Donald Trump
NA,-0.4,2965,2.3,19,49,Kamala Harris
NA,-0.4,2965,2.3,19,49,Donald Trump
Nevada,-0.4,782,2.3,19,49,Kamala Harris
Nevada,-0.4,782,2.3,19,49,Donald Trump
New Hampshire,-0.5,2104,2.4,18,51,Kamala Harris
New Hampshire,-0.5,2104,2.4,18,44,Donald Trump
Arizona,-0.4,783,2.3,19,46,Kamala Harris
Arizona,-0.4,783,2.3,19,50,Donald Trump
NA,-0.3,11085,1.9,19,50,Kamala Harris
NA,-0.3,11085,1.9,19,45,Donald Trump
Arizona,0.4,555,1.8,22,47,Kamala Harris
Arizona,0.4,555,1.8,22,48,Donald Trump
Florida,0.4,2946,1.8,22,45,Kamala Harris
Florida,0.4,2946,1.8,22,49,Donald Trump
Georgia,0.4,3783,1.8,22,47,Kamala Harris
Georgia,0.4,3783,1.8,22,47,Donald Trump
Michigan,0.4,839,1.8,22,48,Kamala Harris
Michigan,0.4,839,1.8,22,46,Donald Trump
Minnesota,0.4,551,1.8,22,51,Kamala Harris
Minnesota,0.4,551,1.8,22,43,Donald Trump
Nevada,0.4,514,1.8,22,48,Kamala Harris
Nevada,0.4,514,1.8,22,47,Donald Trump
North Carolina,0.4,753,1.8,22,45,Kamala Harris
North Carolina,0.4,753,1.8,22,47,Donald Trump
Pennsylvania,0.4,5686,1.8,22,48,Kamala Harris
Pennsylvania,0.4,5686,1.8,22,47,Donald Trump
Wisconsin,0.4,533,1.8,22,47,Kamala Harris
Wisconsin,0.4,533,1.8,22,46,Donald Trump
NA,NA,1000,NA,24,50.7,Kamala Harris
NA,NA,1000,NA,24,49.3,Donald Trump
Pennsylvania,-1.1,1000,3,25,46.8,Kamala Harris
Pennsylvania,-1.1,1000,3,25,44.7,Donald Trump
Arizona,0.2,500,1.1,25,45,Kamala Harris
Arizona,0.2,500,1.1,25,47,Donald Trump
Georgia,0.2,500,1.1,25,44,Kamala Harris
Georgia,0.2,500,1.1,25,47,Donald Trump
Michigan,0.2,500,1.1,25,48,Kamala Harris
Michigan,0.2,500,1.1,25,46,Donald Trump
Nevada,0.2,500,1.1,25,45,Kamala Harris
Nevada,0.2,500,1.1,25,47,Donald Trump
Pennsylvania,0.2,500,1.1,25,46,Kamala Harris
Pennsylvania,0.2,500,1.1,25,46,Donald Trump
Wisconsin,0.2,500,1.1,25,46,Kamala Harris
Wisconsin,0.2,500,1.1,25,47,Donald Trump
New Jersey,NA,400,NA,45,56,Kamala Harris
New Jersey,NA,400,NA,45,44,Donald Trump
NA,-1.1,1463,3,20,48,Kamala Harris
NA,-1.1,1463,3,20,45,Donald Trump
NA,-1.1,1261,3,20,49,Kamala Harris
NA,-1.1,1261,3,20,46,Donald Trump
NA,-1.1,1000,2.9,20,50.2,Kamala Harris
NA,-1.1,1000,2.9,20,48.6,Donald Trump
NA,-0.3,11274,1.9,20,50,Kamala Harris
NA,-0.3,11274,1.9,20,46,Donald Trump
Nebraska,NA,400,NA,22,42,Kamala Harris
Nebraska,NA,400,NA,22,53,Donald Trump
NA,-0.9,1294,2.9,22,50,Kamala Harris
NA,-0.9,1294,2.9,22,48,Donald Trump
NA,-0.9,1514,2.9,22,50,Kamala Harris
NA,-0.9,1514,2.9,22,47,Donald Trump
California,-0.2,3045,2.5,24,57,Kamala Harris
California,-0.2,3045,2.5,24,35,Donald Trump
Arizona,-0.3,600,1.7,25,47,Kamala Harris
Arizona,-0.3,600,1.7,25,49,Donald Trump
Arizona,-0.3,600,1.7,25,48,Kamala Harris
Arizona,-0.3,600,1.7,25,50,Donald Trump
NA,-0.3,1001,2.3,26,49,Kamala Harris
NA,-0.3,1001,2.3,26,44,Donald Trump
Michigan,-0.2,709,2.4,19,48,Kamala Harris
Michigan,-0.2,709,2.4,19,49,Donald Trump
Michigan,-0.2,709,2.4,19,47,Kamala Harris
Michigan,-0.2,709,2.4,19,47,Donald Trump
Arizona,-0.3,800,2,20,47.7,Kamala Harris
Arizona,-0.3,800,2,20,49.1,Donald Trump
Nevada,-0.3,800,2,20,48.4,Kamala Harris
Nevada,-0.3,800,2,20,49.3,Donald Trump
North Carolina,-0.3,800,2,20,49.3,Kamala Harris
North Carolina,-0.3,800,2,20,49.5,Donald Trump
Georgia,-0.3,800,2,20,48.3,Kamala Harris
Georgia,-0.3,800,2,20,48.1,Donald Trump
Wisconsin,0.6,1079,0.7,21,46,Kamala Harris
Wisconsin,0.6,1079,0.7,21,47.1,Donald Trump
Michigan,0.6,1086,0.7,21,44.7,Kamala Harris
Michigan,0.6,1086,0.7,21,46.9,Donald Trump
North Dakota,-0.1,500,1.7,21,32,Kamala Harris
North Dakota,-0.1,500,1.7,21,59,Donald Trump
NA,-0.3,11568,1.9,21,50,Kamala Harris
NA,-0.3,11568,1.9,21,46,Donald Trump
New York,NA,400,NA,45,60.6,Kamala Harris
New York,NA,400,NA,45,39.4,Donald Trump
Ohio,NA,400,NA,52,46.4,Kamala Harris
Ohio,NA,400,NA,52,53.6,Donald Trump
Indiana,NA,400,NA,52,43,Kamala Harris
Indiana,NA,400,NA,52,57,Donald Trump
Pennsylvania,0.2,800,1.1,21,47,Kamala Harris
Pennsylvania,0.2,800,1.1,21,47,Donald Trump
NA,0.4,1616,1.8,21,48,Kamala Harris
NA,0.4,1616,1.8,21,46,Donald Trump
Pennsylvania,0.6,816,1.1,22,49,Kamala Harris
Pennsylvania,0.6,816,1.1,22,50,Donald Trump
NA,-0.3,11381,1.9,22,51,Kamala Harris
NA,-0.3,11381,1.9,22,46,Donald Trump
Alaska,-0.1,1182,1.9,22,43,Kamala Harris
Alaska,-0.1,1182,1.9,22,52,Donald Trump
NA,0,837,2,22,51,Kamala Harris
NA,0,837,2,22,47,Donald Trump
NA,0,888,2,22,50,Kamala Harris
NA,0,888,2,22,48,Donald Trump
Pennsylvania,0.6,1090,0.7,23,45.3,Kamala Harris
Pennsylvania,0.6,1090,0.7,23,47.5,Donald Trump
Arizona,-0.3,500,1.8,23,47.6,Kamala Harris
Arizona,-0.3,500,1.8,23,45.4,Donald Trump
Pennsylvania,NA,800,NA,23,50,Kamala Harris
Pennsylvania,NA,800,NA,23,46,Donald Trump
Pennsylvania,NA,800,NA,23,50,Kamala Harris
Pennsylvania,NA,800,NA,23,46,Donald Trump
North Carolina,-1.2,1001,3,24,48,Kamala Harris
North Carolina,-1.2,1001,3,24,50,Donald Trump
North Carolina,-1.2,1001,3,24,47,Kamala Harris
North Carolina,-1.2,1001,3,24,50,Donald Trump
North Carolina,-0.5,953,2.8,24,47,Kamala Harris
North Carolina,-0.5,953,2.8,24,49,Donald Trump
North Carolina,-0.5,953,2.8,24,48,Kamala Harris
North Carolina,-0.5,953,2.8,24,49,Donald Trump
Georgia,-0.5,942,2.8,24,44,Kamala Harris
Georgia,-0.5,942,2.8,24,50,Donald Trump
Georgia,-0.5,942,2.8,24,45,Kamala Harris
Georgia,-0.5,942,2.8,24,50,Donald Trump
Arizona,-0.5,600,2,24,47,Kamala Harris
Arizona,-0.5,600,2,24,46,Donald Trump
Arizona,NA,400,NA,26,47,Kamala Harris
Arizona,NA,400,NA,26,47,Donald Trump
Arizona,NA,400,NA,26,48,Kamala Harris
Arizona,NA,400,NA,26,47,Donald Trump
Georgia,NA,400,NA,26,46,Kamala Harris
Georgia,NA,400,NA,26,47,Donald Trump
Georgia,NA,400,NA,26,47,Kamala Harris
Georgia,NA,400,NA,26,47,Donald Trump
Michigan,NA,404,NA,26,46,Kamala Harris
Michigan,NA,404,NA,26,48,Donald Trump
Michigan,NA,404,NA,26,47,Kamala Harris
Michigan,NA,404,NA,26,49,Donald Trump
Nevada,NA,407,NA,26,47,Kamala Harris
Nevada,NA,407,NA,26,47,Donald Trump
Nevada,NA,407,NA,26,48,Kamala Harris
Nevada,NA,407,NA,26,47,Donald Trump
North Carolina,NA,401,NA,26,47,Kamala Harris
North Carolina,NA,401,NA,26,47,Donald Trump
North Carolina,NA,401,NA,26,47,Kamala Harris
North Carolina,NA,401,NA,26,48,Donald Trump
Pennsylvania,NA,408,NA,26,47,Kamala Harris
Pennsylvania,NA,408,NA,26,47,Donald Trump
Pennsylvania,NA,408,NA,26,48,Kamala Harris
Pennsylvania,NA,408,NA,26,48,Donald Trump
Wisconsin,NA,408,NA,26,46,Kamala Harris
Wisconsin,NA,408,NA,26,45,Donald Trump
Wisconsin,NA,408,NA,26,48,Kamala Harris
Wisconsin,NA,408,NA,26,46,Donald Trump
South Carolina,-0.3,1068,2.5,28,42,Kamala Harris
South Carolina,-0.3,1068,2.5,28,51.6,Donald Trump
North Carolina,-0.4,814,2.5,29,48,Kamala Harris
North Carolina,-0.4,814,2.5,29,46,Donald Trump
North Carolina,-0.4,589,2.5,29,48,Kamala Harris
North Carolina,-0.4,589,2.5,29,48,Donald Trump
Wisconsin,NA,400,NA,51,52.1,Kamala Harris
Wisconsin,NA,400,NA,51,47.9,Donald Trump
Arizona,-1.1,920,2.9,22,47.6,Kamala Harris
Arizona,-1.1,920,2.9,22,51.7,Donald Trump
North Carolina,-1.1,850,2.9,22,49.1,Kamala Harris
North Carolina,-1.1,850,2.9,22,49.9,Donald Trump
Pennsylvania,-1.1,1000,2.9,22,49.3,Kamala Harris
Pennsylvania,-1.1,1000,2.9,22,48.8,Donald Trump
Iowa,-1.1,600,2.1,22,44.6,Kamala Harris
Iowa,-1.1,600,2.1,22,51.3,Donald Trump
Utah,0,612,1.4,22,39,Kamala Harris
Utah,0,612,1.4,22,54,Donald Trump
NA,-0.3,11289,1.9,23,50,Kamala Harris
NA,-0.3,11289,1.9,23,45,Donald Trump
Maryland,NA,863,NA,26,57,Kamala Harris
Maryland,NA,863,NA,26,35,Donald Trump
NA,-0.3,11003,1.9,24,50,Kamala Harris
NA,-0.3,11003,1.9,24,45,Donald Trump
Texas,-0.4,779,2.3,24,46,Kamala Harris
Texas,-0.4,779,2.3,24,53,Donald Trump
Florida,-0.4,774,2.3,24,48,Kamala Harris
Florida,-0.4,774,2.3,24,50,Donald Trump
North Carolina,-0.4,780,2.3,24,47,Kamala Harris
North Carolina,-0.4,780,2.3,24,51,Donald Trump
Michigan,-0.4,789,2.3,25,50,Kamala Harris
Michigan,-0.4,789,2.3,25,47,Donald Trump
NA,-1.1,848,3,26,48,Kamala Harris
NA,-1.1,848,3,26,45,Donald Trump
Ohio,NA,1000,NA,31,44,Kamala Harris
Ohio,NA,1000,NA,31,51,Donald Trump
NA,0.4,2021,1.8,24,47,Kamala Harris
NA,0.4,2021,1.8,24,44,Donald Trump
Florida,0,808,1.4,24,45,Kamala Harris
Florida,0,808,1.4,24,49,Donald Trump
Florida,0,808,1.4,24,46,Kamala Harris
Florida,0,808,1.4,24,50,Donald Trump
Texas,0,759,1.4,24,44,Kamala Harris
Texas,0,759,1.4,24,49,Donald Trump
Texas,0,759,1.4,24,46,Kamala Harris
Texas,0,759,1.4,24,51,Donald Trump
Nebraska CD-2,-1.5,680,3,25,51,Kamala Harris
Nebraska CD-2,-1.5,680,3,25,42,Donald Trump
Nebraska CD-2,-1.5,680,3,25,49,Kamala Harris
Nebraska CD-2,-1.5,680,3,25,41,Donald Trump
Nebraska CD-2,-1.5,680,3,25,52,Kamala Harris
Nebraska CD-2,-1.5,680,3,25,43,Donald Trump
Nebraska CD-2,-1.5,680,3,25,51,Kamala Harris
Nebraska CD-2,-1.5,680,3,25,42,Donald Trump
NA,-0.3,11155,1.9,25,50,Kamala Harris
NA,-0.3,11155,1.9,25,45,Donald Trump
Minnesota,-1.3,646,2.8,26,50,Kamala Harris
Minnesota,-1.3,646,2.8,26,44,Donald Trump
North Carolina,-0.5,1005,2.6,26,47.1,Kamala Harris
North Carolina,-0.5,1005,2.6,26,49.4,Donald Trump
North Dakota,0.1,500,1.2,26,40,Kamala Harris
North Dakota,0.1,500,1.2,26,50,Donald Trump
NA,NA,1735,NA,27,53,Kamala Harris
NA,NA,1735,NA,27,47,Donald Trump
NA,NA,1735,NA,27,50.8,Kamala Harris
NA,NA,1735,NA,27,45,Donald Trump
Michigan,-1.5,688,3,28,45,Kamala Harris
Michigan,-1.5,688,3,28,47,Donald Trump
Michigan,-1.5,688,3,28,43,Kamala Harris
Michigan,-1.5,688,3,28,46,Donald Trump
Michigan,-1.5,688,3,28,48,Kamala Harris
Michigan,-1.5,688,3,28,47,Donald Trump
Michigan,-1.5,688,3,28,46,Kamala Harris
Michigan,-1.5,688,3,28,46,Donald Trump
Ohio,-1.5,687,3,28,45,Kamala Harris
Ohio,-1.5,687,3,28,49,Donald Trump
Ohio,-1.5,687,3,28,44,Kamala Harris
Ohio,-1.5,687,3,28,47,Donald Trump
Ohio,-1.5,687,3,28,44,Kamala Harris
Ohio,-1.5,687,3,28,50,Donald Trump
Ohio,-1.5,687,3,28,43,Kamala Harris
Ohio,-1.5,687,3,28,49,Donald Trump
Wisconsin,-1.5,680,3,28,49,Kamala Harris
Wisconsin,-1.5,680,3,28,47,Donald Trump
Wisconsin,-1.5,680,3,28,48,Kamala Harris
Wisconsin,-1.5,680,3,28,45,Donald Trump
Wisconsin,-1.5,680,3,28,49,Kamala Harris
Wisconsin,-1.5,680,3,28,47,Donald Trump
Wisconsin,-1.5,680,3,28,48,Kamala Harris
Wisconsin,-1.5,680,3,28,46,Donald Trump
Wisconsin,-1.1,882,3,31,52,Kamala Harris
Wisconsin,-1.1,882,3,31,48,Donald Trump
Wisconsin,-1.1,798,3,31,52,Kamala Harris
Wisconsin,-1.1,798,3,31,48,Donald Trump
Wisconsin,-1.1,882,3,31,48,Kamala Harris
Wisconsin,-1.1,882,3,31,44,Donald Trump
Wisconsin,-1.1,798,3,31,49,Kamala Harris
Wisconsin,-1.1,798,3,31,44,Donald Trump
NA,-0.8,1005,2.7,26,52,Kamala Harris
NA,-0.8,1005,2.7,26,45,Donald Trump
NA,-0.8,1005,2.7,26,49,Kamala Harris
NA,-0.8,1005,2.7,26,44,Donald Trump
NA,1.7,2021,1.2,26,45.6,Kamala Harris
NA,1.7,2021,1.2,26,41.1,Donald Trump
NA,1.7,1663,1.2,26,48.6,Kamala Harris
NA,1.7,1663,1.2,26,43.9,Donald Trump
NA,1.7,1524,1.2,26,49.5,Kamala Harris
NA,1.7,1524,1.2,26,45.7,Donald Trump
Nevada,-0.4,1044,1.8,26,48,Kamala Harris
Nevada,-0.4,1044,1.8,26,43.9,Donald Trump
Nevada,-0.4,736,1.8,26,49.2,Kamala Harris
Nevada,-0.4,736,1.8,26,47.9,Donald Trump
Nevada,-0.4,1044,1.8,26,47.6,Kamala Harris
Nevada,-0.4,1044,1.8,26,43.3,Donald Trump
Nevada,-0.4,736,1.8,26,49.7,Kamala Harris
Nevada,-0.4,736,1.8,26,48.5,Donald Trump
Nevada,NA,628,NA,26,47.7,Kamala Harris
Nevada,NA,628,NA,26,48.8,Donald Trump
New York,-1.1,1000,2.9,26,55.5,Kamala Harris
New York,-1.1,1000,2.9,26,41.6,Donald Trump
NA,-0.4,2952,2.3,26,50,Kamala Harris
NA,-0.4,2952,2.3,26,48,Donald Trump
Indiana,NA,600,NA,26,39,Kamala Harris
Indiana,NA,600,NA,26,55,Donald Trump
NA,-0.3,10966,1.9,26,51,Kamala Harris
NA,-0.3,10966,1.9,26,45,Donald Trump
Florida,1.6,1200,0.5,26,46,Kamala Harris
Florida,1.6,1200,0.5,26,51,Donald Trump
Florida,0.1,600,1.3,27,44.9,Kamala Harris
Florida,0.1,600,1.3,27,46.9,Donald Trump
North Carolina,-0.6,931,2.8,29,48,Kamala Harris
North Carolina,-0.6,931,2.8,29,48,Donald Trump
Nebraska CD-2,-0.6,749,2.8,29,53,Kamala Harris
Nebraska CD-2,-0.6,749,2.8,29,42,Donald Trump
Arizona,-0.8,946,2.7,29,48.6,Kamala Harris
Arizona,-0.8,946,2.7,29,49.7,Donald Trump
Arizona,-0.8,946,2.7,29,48.6,Kamala Harris
Arizona,-0.8,946,2.7,29,49.8,Donald Trump
Michigan,-0.8,918,2.7,29,46.6,Kamala Harris
Michigan,-0.8,918,2.7,29,50.4,Donald Trump
Michigan,-0.8,918,2.7,29,47.2,Kamala Harris
Michigan,-0.8,918,2.7,29,50.6,Donald Trump
Nevada,-0.8,858,2.7,29,50.6,Kamala Harris
Nevada,-0.8,858,2.7,29,47.7,Donald Trump
Nevada,-0.8,858,2.7,29,50.5,Kamala Harris
Nevada,-0.8,858,2.7,29,47.7,Donald Trump
Pennsylvania,-0.8,1775,2.7,29,48,Kamala Harris
Pennsylvania,-0.8,1775,2.7,29,50.6,Donald Trump
Pennsylvania,-0.8,1775,2.7,29,48.1,Kamala Harris
Pennsylvania,-0.8,1775,2.7,29,51,Donald Trump
Wisconsin,-0.8,1077,2.7,29,48.2,Kamala Harris
Wisconsin,-0.8,1077,2.7,29,49.6,Donald Trump
Wisconsin,-0.8,1077,2.7,29,48.2,Kamala Harris
Wisconsin,-0.8,1077,2.7,29,49.7,Donald Trump
North Carolina,-0.8,1173,2.7,29,50.8,Kamala Harris
North Carolina,-0.8,1173,2.7,29,47.3,Donald Trump
North Carolina,-0.8,1173,2.7,29,50.5,Kamala Harris
North Carolina,-0.8,1173,2.7,29,48.1,Donald Trump
Georgia,-0.8,1200,2.7,29,49,Kamala Harris
Georgia,-0.8,1200,2.7,29,49.3,Donald Trump
Georgia,-0.8,1200,2.7,29,49,Kamala Harris
Georgia,-0.8,1200,2.7,29,49.6,Donald Trump
Arizona,-0.3,977,1.9,30,49,Kamala Harris
Arizona,-0.3,977,1.9,30,46,Donald Trump
Arizona,-0.3,977,1.9,30,50,Kamala Harris
Arizona,-0.3,977,1.9,30,47,Donald Trump
Arizona,-0.3,926,1.9,30,49,Kamala Harris
Arizona,-0.3,926,1.9,30,46,Donald Trump
Arizona,-0.3,926,1.9,30,50,Kamala Harris
Arizona,-0.3,926,1.9,30,47,Donald Trump
Georgia,-0.3,989,1.9,30,48,Kamala Harris
Georgia,-0.3,989,1.9,30,47,Donald Trump
Georgia,-0.3,989,1.9,30,48,Kamala Harris
Georgia,-0.3,989,1.9,30,47,Donald Trump
Georgia,-0.3,913,1.9,30,48,Kamala Harris
Georgia,-0.3,913,1.9,30,48,Donald Trump
Georgia,-0.3,913,1.9,30,49,Kamala Harris
Georgia,-0.3,913,1.9,30,49,Donald Trump
Michigan,-0.3,894,1.9,30,49,Kamala Harris
Michigan,-0.3,894,1.9,30,45,Donald Trump
Michigan,-0.3,894,1.9,30,49,Kamala Harris
Michigan,-0.3,894,1.9,30,47,Donald Trump
Michigan,-0.3,800,1.9,30,50,Kamala Harris
Michigan,-0.3,800,1.9,30,46,Donald Trump
Michigan,-0.3,800,1.9,30,50,Kamala Harris
Michigan,-0.3,800,1.9,30,47,Donald Trump
Nevada,-0.3,574,1.9,30,46,Kamala Harris
Nevada,-0.3,574,1.9,30,44,Donald Trump
Nevada,-0.3,574,1.9,30,49,Kamala Harris
Nevada,-0.3,574,1.9,30,45,Donald Trump
Nevada,-0.3,516,1.9,30,50,Kamala Harris
Nevada,-0.3,516,1.9,30,44,Donald Trump
Nevada,-0.3,516,1.9,30,52,Kamala Harris
Nevada,-0.3,516,1.9,30,45,Donald Trump
North Carolina,-0.3,889,1.9,30,48,Kamala Harris
North Carolina,-0.3,889,1.9,30,46,Donald Trump
North Carolina,-0.3,889,1.9,30,50,Kamala Harris
North Carolina,-0.3,889,1.9,30,47,Donald Trump
North Carolina,-0.3,828,1.9,30,49,Kamala Harris
North Carolina,-0.3,828,1.9,30,47,Donald Trump
North Carolina,-0.3,828,1.9,30,50,Kamala Harris
North Carolina,-0.3,828,1.9,30,48,Donald Trump
Pennsylvania,-0.3,993,1.9,30,50,Kamala Harris
Pennsylvania,-0.3,993,1.9,30,44,Donald Trump
Pennsylvania,-0.3,993,1.9,30,49,Kamala Harris
Pennsylvania,-0.3,993,1.9,30,46,Donald Trump
Pennsylvania,-0.3,924,1.9,30,51,Kamala Harris
Pennsylvania,-0.3,924,1.9,30,45,Donald Trump
Pennsylvania,-0.3,924,1.9,30,51,Kamala Harris
Pennsylvania,-0.3,924,1.9,30,46,Donald Trump
Wisconsin,-0.3,849,1.9,30,49,Kamala Harris
Wisconsin,-0.3,849,1.9,30,47,Donald Trump
Wisconsin,-0.3,849,1.9,30,50,Kamala Harris
Wisconsin,-0.3,849,1.9,30,48,Donald Trump
Wisconsin,-0.3,785,1.9,30,50,Kamala Harris
Wisconsin,-0.3,785,1.9,30,47,Donald Trump
Wisconsin,-0.3,785,1.9,30,51,Kamala Harris
Wisconsin,-0.3,785,1.9,30,48,Donald Trump
Arizona,NA,409,NA,30,50,Kamala Harris
Arizona,NA,409,NA,30,47,Donald Trump
Arizona,NA,409,NA,30,50,Kamala Harris
Arizona,NA,409,NA,30,48,Donald Trump
Georgia,NA,411,NA,30,47,Kamala Harris
Georgia,NA,411,NA,30,48,Donald Trump
Georgia,NA,411,NA,30,47,Kamala Harris
Georgia,NA,411,NA,30,49,Donald Trump
Michigan,NA,416,NA,30,49,Kamala Harris
Michigan,NA,416,NA,30,46,Donald Trump
Michigan,NA,416,NA,30,51,Kamala Harris
Michigan,NA,416,NA,30,48,Donald Trump
Nevada,NA,409,NA,30,48,Kamala Harris
Nevada,NA,409,NA,30,47,Donald Trump
Nevada,NA,409,NA,30,48,Kamala Harris
Nevada,NA,409,NA,30,47,Donald Trump
North Carolina,NA,411,NA,30,49,Kamala Harris
North Carolina,NA,411,NA,30,46,Donald Trump
North Carolina,NA,411,NA,30,49,Kamala Harris
North Carolina,NA,411,NA,30,49,Donald Trump
Pennsylvania,NA,474,NA,30,49,Kamala Harris
Pennsylvania,NA,474,NA,30,47,Donald Trump
Pennsylvania,NA,474,NA,30,50,Kamala Harris
Pennsylvania,NA,474,NA,30,49,Donald Trump
Wisconsin,NA,411,NA,30,48,Kamala Harris
Wisconsin,NA,411,NA,30,46,Donald Trump
Wisconsin,NA,411,NA,30,49,Kamala Harris
Wisconsin,NA,411,NA,30,47,Donald Trump
Virginia,-0.1,832,2.1,33,43,Kamala Harris
Virginia,-0.1,832,2.1,33,37,Donald Trump
Virginia,-0.1,762,2.1,33,47.4,Kamala Harris
Virginia,-0.1,762,2.1,33,36.6,Donald Trump
California,NA,1685,NA,37,57.7,Kamala Harris
California,NA,1685,NA,37,35.5,Donald Trump
Pennsylvania,NA,400,NA,48,51.6,Kamala Harris
Pennsylvania,NA,400,NA,48,48.4,Donald Trump
Texas,-1.1,950,2.9,27,46.7,Kamala Harris
Texas,-1.1,950,2.9,27,52.3,Donald Trump
Virginia,-1.1,860,2.9,27,52.7,Kamala Harris
Virginia,-1.1,860,2.9,27,46.2,Donald Trump
NA,-0.3,11167,1.9,27,51,Kamala Harris
NA,-0.3,11167,1.9,27,45,Donald Trump
NA,-1.1,1424,3,28,47,Kamala Harris
NA,-1.1,1424,3,28,44,Donald Trump
NA,-1.1,1220,3,28,49,Kamala Harris
NA,-1.1,1220,3,28,46,Donald Trump
Georgia,-1.1,1441,3,29,49,Kamala Harris
Georgia,-1.1,1441,3,29,51,Donald Trump
Arizona,-1.1,1021,2.8,29,47,Kamala Harris
Arizona,-1.1,1021,2.8,29,49,Donald Trump
Arizona,-1.1,764,2.8,29,47,Kamala Harris
Arizona,-1.1,764,2.8,29,50,Donald Trump
Arizona,-1.1,1021,2.8,29,48,Kamala Harris
Arizona,-1.1,1021,2.8,29,50,Donald Trump
Arizona,-1.1,764,2.8,29,48,Kamala Harris
Arizona,-1.1,764,2.8,29,51,Donald Trump
Georgia,-1.1,1006,2.8,29,49,Kamala Harris
Georgia,-1.1,1006,2.8,29,47,Donald Trump
Georgia,-1.1,707,2.8,29,50,Kamala Harris
Georgia,-1.1,707,2.8,29,48,Donald Trump
Georgia,-1.1,1006,2.8,29,51,Kamala Harris
Georgia,-1.1,1006,2.8,29,48,Donald Trump
Georgia,-1.1,707,2.8,29,51,Kamala Harris
Georgia,-1.1,707,2.8,29,48,Donald Trump
North Carolina,-1.1,787,2.8,29,47,Kamala Harris
North Carolina,-1.1,787,2.8,29,49,Donald Trump
North Carolina,-1.1,991,2.8,29,48,Kamala Harris
North Carolina,-1.1,991,2.8,29,47,Donald Trump
North Carolina,-1.1,787,2.8,29,49,Kamala Harris
North Carolina,-1.1,787,2.8,29,50,Donald Trump
North Carolina,-1.1,991,2.8,29,50,Kamala Harris
North Carolina,-1.1,991,2.8,29,48,Donald Trump
Pennsylvania,-1.1,775,2.8,29,47,Kamala Harris
Pennsylvania,-1.1,775,2.8,29,48,Donald Trump
Pennsylvania,-1.1,1021,2.8,29,48,Kamala Harris
Pennsylvania,-1.1,1021,2.8,29,46,Donald Trump
Pennsylvania,-1.1,775,2.8,29,49,Kamala Harris
Pennsylvania,-1.1,775,2.8,29,49,Donald Trump
Pennsylvania,-1.1,1021,2.8,29,50,Kamala Harris
Pennsylvania,-1.1,1021,2.8,29,48,Donald Trump
Arizona,-0.9,1416,2.9,30,48,Kamala Harris
Arizona,-0.9,1416,2.9,30,50,Donald Trump
Arizona,-0.9,1264,2.9,30,49,Kamala Harris
Arizona,-0.9,1264,2.9,30,50,Donald Trump
North Carolina,-0.9,1507,2.9,30,49,Kamala Harris
North Carolina,-0.9,1507,2.9,30,48,Donald Trump
North Carolina,-0.9,1348,2.9,30,49,Kamala Harris
North Carolina,-0.9,1348,2.9,30,49,Donald Trump
Georgia,-0.9,1420,2.9,30,49,Kamala Harris
Georgia,-0.9,1420,2.9,30,48,Donald Trump
Georgia,-0.9,1220,2.9,30,49,Kamala Harris
Georgia,-0.9,1220,2.9,30,50,Donald Trump
Arizona,-1,500,2.9,30,42.4,Kamala Harris
Arizona,-1,500,2.9,30,48.4,Donald Trump
NA,-0.2,1000,1.6,30,51,Kamala Harris
NA,-0.2,1000,1.6,30,44,Donald Trump
NA,-0.2,1000,1.6,30,58,Kamala Harris
NA,NA,1000,NA,31,51.4,Kamala Harris
NA,NA,1000,NA,31,48.6,Donald Trump
Pennsylvania,-0.3,600,1.7,32,49,Kamala Harris
Pennsylvania,-0.3,600,1.7,32,47,Donald Trump
Pennsylvania,-0.3,600,1.7,32,50,Kamala Harris
Pennsylvania,-0.3,600,1.7,32,47,Donald Trump
Texas,NA,400,NA,42,45.7,Kamala Harris
Texas,NA,400,NA,42,54.3,Donald Trump
NA,-0.3,11157,1.9,28,51,Kamala Harris
NA,-0.3,11157,1.9,28,45,Donald Trump
Florida,NA,600,NA,29,47,Kamala Harris
Florida,NA,600,NA,29,48,Donald Trump
Georgia,NA,600,NA,29,49,Kamala Harris
Georgia,NA,600,NA,29,47,Donald Trump
North Carolina,NA,600,NA,29,49,Kamala Harris
North Carolina,NA,600,NA,29,48,Donald Trump
Nebraska,-1.3,558,2.8,29,40,Kamala Harris
Nebraska,-1.3,558,2.8,29,56,Donald Trump
Maryland,-0.3,1012,2.5,30,63,Kamala Harris
